cpu%,4
175,43.75
256,64
75.8,18.949999999999999
75.8,18.949999999999999
106,26.5
106,26.5
93.9,23.475000000000001
69.6,17.399999999999999
148,37
91.1,22.774999999999999
14.7,3.6749999999999998
203,50.75
131,32.75
0.0,0
151,37.75
189,47.25
151,37.75
140,35
121,30.25
83.3,20.824999999999999
168,42
163,40.75
129,32.25
62.0,15.5
100,25
81.8,20.449999999999999
77.4,19.350000000000001
9.6,2.3999999999999999
0.0,0
53.3,13.324999999999999
103,25.75
216,54
237,59.25
238,59.5
160,40
220,55
175,43.75
165,41.25
145,36.25
162,40.5
196,49
226,56.5
164,41
175,43.75
100,25
190,47.5
100,25
225,56.25
187,46.75
25.8,6.4500000000000002
0.0,0
,
,
,
,
,
,
,
,
